apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +371,Add Employees,ሰራተኞችን አክል
DocType: Purchase Invoice,Net Total (Company Currency),የተጣራ ጠቅላላ (የኩባንያ የምንዛሬ)
,Pending SO Items For Purchase Request,የግዢ ጥያቄ ስለዚህ ንጥሎች በመጠባበቅ ላይ
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +39,Online Auctions,የመስመር ላይ ጨረታዎች
,Item-wise Purchase Register,ንጥል-ጥበብ የግዢ ይመዝገቡ
DocType: BOM,Total Cost(Company Currency),ጠቅላላ ወጪ (የኩባንያ የምንዛሬ)
DocType: Sales Invoice,Base Change Amount (Company Currency),የመሠረት ለውጥ መጠን (የኩባንያ የምንዛሬ)
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +59,Serial No {0} does not belong to Delivery Note {1},ተከታታይ አይ {0} የመላኪያ ማስታወሻ የእርሱ ወገን አይደለም {1}
DocType: Sales Invoice Item,Edit Description,አርትዕ መግለጫ
apps/erpnext/erpnext/setup/doctype/item_group/item_group.py +59,"An item exists with same name ({0}), please change the item group name or rename the item","አንድ ንጥል በተመሳሳይ ስም አለ ({0}), ወደ ንጥል የቡድን ስም መቀየር ወይም ንጥል ዳግም መሰየም እባክዎ"
DocType: Serial No,Under AMC,AMC በታች
DocType: Program Enrollment Tool,Get Students,ተማሪዎች ያግኙ
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +46,Open Issues,ክፍት ጉዳዮች
apps/erpnext/erpnext/accounts/doctype/asset_movement/asset_movement.py +18,{0} asset cannot be transferred,{0} ንብረት ማስተላለፍ አይቻልም
apps/erpnext/erpnext/stock/doctype/item/item.js +261,Make Variant,ተለዋጭ አድርግ
DocType: Warranty Claim,Issue Date,የተለቀቀበት ቀን
DocType: Item Price,Multiple Item prices.,በርካታ ንጥል ዋጋዎች.
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.js +115,Please enter Item first,መጀመሪያ ንጥል ያስገቡ
DocType: HR Settings,HR Settings,የሰው ኃይል ቅንብሮች
DocType: Program Enrollment,Student Batch Name,የተማሪ የቡድን ስም
DocType: Account,Receivable,የሚሰበሰብ
DocType: Employee Education,Qualification,እዉቀት
DocType: Purchase Receipt Item,Required By,በ ያስፈልጋል
DocType: Production Order,Total Operating Cost,ጠቅላላ ማስኬጃ ወጪ
apps/erpnext/erpnext/schools/doctype/program_enrollment_tool/program_enrollment_tool.py +29,No students Found,ምንም ተማሪዎች አልተገኙም
,Bank Reconciliation Statement,ባንክ ማስታረቅ መግለጫ
,Available Qty,ይገኛል ብዛት
DocType: Selling Settings,Default Territory,ነባሪ ግዛት
DocType: Material Request Item,Min Order Qty,ዝቅተኛ ትዕዛዝ ብዛት
apps/erpnext/erpnext/config/learn.py +92,Opening Accounting Balance,የመክፈቻ ዲግሪ ቀሪ
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +46,Please enter company name first,የመጀመሪያ የኩባንያ ስም ያስገቡ
DocType: Fee Structure,Student Category,የተማሪ ምድብ
apps/erpnext/erpnext/accounts/party.py +38,Not permitted for {0},አይፈቀድም {0}
DocType: Employee,Offer Date,ቅናሽ ቀን
DocType: Naming Series,Prefix,ባዕድ መነሻ
DocType: Account,Setting Account Type helps in selecting this Account in transactions.,የመለያ አይነት በማዘጋጀት ላይ ግብይቶችን በዚህ መለያ በመምረጥ ረገድ ይረዳል.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +138,Creditors,አበዳሪዎች
DocType: Payment Entry,Difference Amount (Company Currency),ልዩነት መጠን (የኩባንያ የምንዛሬ)
DocType: Program Enrollment Tool Student,Program Enrollment Tool Student,ፕሮግራም ምዝገባ መሣሪያ ተማሪ
DocType: Appraisal,For Employee,የሰራተኛ ለ
DocType: Assessment,Supervisor Name,ሱፐርቫይዘር ስም
DocType: Item Group,Show In Website,ድር ጣቢያ ውስጥ አሳይ
DocType: Supplier,Contact HTML,የእውቂያ ኤችቲኤምኤል
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +206,Leave approver must be one of {0},ውስጥ አንዱ መሆን አለበት አጽዳቂ ይነሱ {0}
DocType: Salary Slip,Earnings,ገቢዎች
DocType: Address Template,"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4> ነባሪ አብነት </h4><p> ይጠቀማል <a href=""http://jinja.pocoo.org/docs/templates/"">ጂንጃ Templating</a> እና ይገኛል (ካለ ብጁ መስኮች ጨምሮ) አድራሻ ሁሉ መስኮች </p><pre> <code>{{ address_line1 }}&lt;br&gt; {% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%} {{ city }}&lt;br&gt; {% if state %}{{ state }}&lt;br&gt;{% endif -%} {% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%} {{ country }}&lt;br&gt; {% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%} {% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%} {% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}</code> </pre>"
DocType: Item,Weight UOM,የክብደት UOM
DocType: Item,Will also apply for variants unless overrridden,overrridden በስተቀር ደግሞ ተለዋጮች ማመልከት ይሆን
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +64,Apprentice,ሞያ ተማሪ
,Reqd By Date,Reqd ቀን በ
apps/erpnext/erpnext/stock/doctype/item/item.py +204,Warning: Invalid Attachment {0},ማስጠንቀቂያ: ልክ ያልሆነ አባሪ {0}
DocType: Attendance,HR Manager,የሰው ሀይል አስተዳደር
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +78,Row #{0}: Clearance date {1} cannot be before Cheque Date {2},የረድፍ # {0}: የከፈሉ ቀን {1} ቼክ ቀን በፊት ሊሆን አይችልም {2}
DocType: Employee,External Work History,ውጫዊ የስራ ታሪክ
apps/erpnext/erpnext/hr/doctype/daily_work_summary/daily_work_summary.py +64,No replies from,ምንም ምላሾች
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py +6,This is based on stock movement. See {0} for details,ይህ የአክሲዮን እንቅስቃሴ ላይ የተመሠረተ ነው. ይመልከቱ {0} ዝርዝር መረጃ ለማግኘት
apps/erpnext/erpnext/config/buying.py +38,Supplier database.,አቅራቢው ጎታ.
DocType: Warehouse,Parent Warehouse,የወላጅ መጋዘን
DocType: Sales Invoice,Is Opening Entry,Entry በመክፈት ላይ ነው
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +149,Journal Entry {0} does not have account {1} or already matched against other voucher,ጆርናል Entry {0} {1} ወይም አስቀድመው በሌሎች ቫውቸር ጋር የሚዛመድ መለያ የለውም
DocType: Cheque Print Template,Cheque Size,ቼክ መጠን
DocType: Account,Accounts,መለያዎች
apps/erpnext/erpnext/hr/doctype/employee/employee.py +208,Birthday Reminder for {0},ለ የልደት አስታዋሽ {0}
DocType: Sales Taxes and Charges,Tax Amount After Discount Amount (Company Currency),የቅናሽ መጠን በኋላ የግብር መጠን (የኩባንያ የምንዛሬ)
,Qty to Deliver,ለማዳን ብዛት
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +355,Please see attachment,አባሪ ይመልከቱ
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +41,Earliest,የጥንቶቹ
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js +25,New Account Name,አዲስ መለያ ስም
DocType: Holiday List,Weekly Off,ሳምንታዊ አጥፋ
DocType: Stock Settings,Role Allowed to edit frozen stock,ሚና የታሰረው የአክሲዮን አርትዕ ማድረግ ተፈቅዷል
DocType: Salary Structure,Select employees for current Salary Structure,የአሁኑ ደመወዝ መዋቅር ይምረጡ ሰራተኞች
DocType: Accounts Settings,Role Allowed to Set Frozen Accounts & Edit Frozen Entries,ሚና Frozen መለያዎች &amp; አርትዕ Frozen ግቤቶችን አዘጋጅ የሚፈቀድለት
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +73,Please set {0},ማዘጋጀት እባክዎ {0}
DocType: BOM,Operations,ክወናዎች
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +58,Missing Currency Exchange Rates for {0},ለ የጠፋ የገንዘብ ምንዛሪ ተመኖች {0}
DocType: Journal Entry Account,Purchase Order,የግዢ ትእዛዝ
,Is Primary Address,ዋና አድራሻ ነው
DocType: Email Digest,New Sales Orders,አዲስ የሽያጭ ትዕዛዞች
DocType: Quality Inspection,Report Date,ሪፖርት ቀን
DocType: Purchase Invoice Item,Rate (Company Currency),መጠን (የኩባንያ የምንዛሬ)
DocType: BOM Scrap Item,Basic Amount (Company Currency),መሰረታዊ መጠን (የኩባንያ የምንዛሬ)
apps/erpnext/erpnext/controllers/accounts_controller.py +559,Row #{0}: Asset {1} is already {2},የረድፍ # {0}: የንብረት {1} አስቀድሞ ነው; {2}
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +530,Sales Order {0} is not submitted,የሽያጭ ትዕዛዝ {0} ማቅረብ አይደለም
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,መከላከያ
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,አንድ ተልእኮ ለማግኘት ኩባንያዎች ምርቶችን የሚሸጡ አንድ ሶስተኛ ወገን አሰራጭ / አከፋፋይ / ተልእኮ ወኪል / የሽያጭ / ሻጭ.
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +88,Please set Next Depreciation Date,ቀጣይ የእርጅና ቀን ማዘጋጀት እባክዎ
DocType: Interest,Interest,ዝንባሌ
apps/erpnext/erpnext/public/js/setup_wizard.js +301,We sell this Item,ይህ ንጥል መሸጥ
DocType: Program Enrollment Tool,New Academic Year,አዲስ የትምህርት ዓመት
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +161,Cost Updated,ወጪ ዘምኗል
DocType: Asset,Purchase Date,የተገዛበት ቀን
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +29,Approval Status must be 'Approved' or 'Rejected',የማጽደቅ ሁኔታ &#39;የጸደቀ&#39; ወይም &#39;ተቀባይነት አላገኘም »መሆን አለበት
apps/erpnext/erpnext/config/manufacturing.py +84,Global settings for all manufacturing processes.,"በሙሉ አቅማቸው ባለማምረታቸው, ሂደቶች ዓለም አቀፍ ቅንብሮች."
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +303,Timesheet created:,Timesheet ተፈጥሯል:
DocType: Operation,Default Workstation,ነባሪ ከገቢር
DocType: Hub Settings,Seller Description,ሻጭ መግለጫ
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +175,Annual Salary,ዓመታዊ ደመወዝ
apps/erpnext/erpnext/accounts/report/financial_statements.py +221,Total {0} ({1}),ጠቅላላ {0} ({1})
DocType: Production Plan Sales Order,Salse Order Date,Salse ትዕዛዝ ቀን
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),ተጨማሪ የቅናሽ መጠን (የኩባንያ ምንዛሬ)
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +104,Please enter 'Expected Delivery Date',&#39;የሚጠበቀው የመላኪያ ቀን&#39; ያስገቡ
apps/erpnext/erpnext/config/stock.py +7,Stock Transactions,የክምችት ግብይቶች
DocType: Sales Invoice,Packed Items,የታሸጉ ንጥሎች
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +81,{0} is not a valid Batch Number for Item {1},{0} ንጥል ትክክለኛ ባች ቁጥር አይደለም {1}
apps/erpnext/erpnext/public/js/templates/address_list.html +21,No address added yet.,ምንም አድራሻ ገና ታክሏል.
DocType: POS Profile,Applicable for User,ተጠቃሚ ተገቢነት
DocType: Email Digest,Email Digest,የኢሜይል ጥንቅር
DocType: Hub Settings,Name Token,ስም ማስመሰያ
apps/erpnext/erpnext/accounts/doctype/account/account.py +202,Account with existing transaction can not be deleted,ነባር የግብይት ጋር መለያ ሊሰረዝ አይችልም
DocType: Task,depends_on_tasks,depends_on_tasks
DocType: Lead,LEAD-,LEAD-
apps/erpnext/erpnext/config/setup.py +37,Country wise default Address Templates,አገር ጥበብ ነባሪ አድራሻ አብነቶች
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py +21,Pricing,የዋጋ
apps/erpnext/erpnext/config/stock.py +304,Serialized Inventory,Serialized ቆጠራ
DocType: Item Attribute,Attribute Name,ስም ይስጡ
DocType: Lead,Interested,ለመወዳደር የምትፈልጉ
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +189,Please set Naming Series for {0} via Setup &gt; Settings &gt; Naming Series,{0} ውቅረት&gt; በቅንብሮች&gt; መሰየምን ዓምድ ተከታታይ መሰየምን ማዘጋጀት እባክዎ
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +44,Item {0} is not a serialized Item,{0} ንጥል አንድ serialized ንጥል አይደለም
DocType: Stock Ledger Entry,Stock Queue (FIFO),የክምችት ወረፋ (FIFO)
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +845,Cannot {0} {1} {2} without any negative outstanding invoice,አይደለም {0} {1} {2} ያለ ማንኛውም አሉታዊ ግሩም መጠየቂያ ማድረግ ይችላል
DocType: Employee Attendance Tool,Employee Attendance Tool,የሰራተኛ ክትትል መሣሪያ
apps/erpnext/erpnext/accounts/doctype/account/account.py +87,Root Account must be a group,ሥር መለያ ቡድን መሆን አለበት
DocType: Packing Slip,Gross Weight,ጠቅላላ ክብደት
DocType: Academic Term,Term End Date,የሚለው ቃል መጨረሻ ቀን
apps/erpnext/erpnext/accounts/utils.py +53,{0} '{1}' not in Fiscal Year {2},{0} »{1}» አይደለም በጀት ዓመት ውስጥ {2}
DocType: Employee Internal Work History,Employee Internal Work History,የተቀጣሪ ውስጣዊ የስራ ታሪክ
DocType: Assessment Group,Assessment Group Name,ግምገማ ቡድን ስም
DocType: Production Order Operation,Operation completed for how many finished goods?,ድርጊቱ ምን ያህል ያለቀላቸው ሸቀጦች ሥራ ከተጠናቀቀ?
apps/erpnext/erpnext/public/js/templates/address_list.html +1,New Address,አዲስ አድራሻ
DocType: Sales Partner,Partner Type,የአጋርነት አይነት
DocType: SMS Settings,Static Parameters,አይለወጤ መለኪያዎች
DocType: Leave Application,LAP/,ጭን /
DocType: Employee Attendance Tool,Unmarked Attendance,ምልክታቸው ክትትል
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.js +745,Packing Slip,ማሸጊያ የማያፈስ
apps/erpnext/erpnext/schools/doctype/student_group/student_group.py +36,Cannot enroll more than {0} students for this student group.,ይህ ተማሪ ቡድን {0} ተማሪዎች በላይ መመዝገብ አይችልም.
